"datesold","postcode","price","propertyType","bedrooms"
"2008-05-30 00:00:00","2906","357000","house","3"
"2008-06-02 00:00:00","2611","429000","house","3"
"2008-06-02 00:00:00","2603","1180000","house","4"
"2008-06-03 00:00:00","2615","375000","house","4"
"2008-06-06 00:00:00","2605","526000","house","3"
"2008-06-06 00:00:00","2601","760000","house","3"
"2008-06-10 00:00:00","2611","447250","house","3"
"2008-06-10 00:00:00","2602","492500","house","3"
"2008-06-10 00:00:00","2617","727500","house","4"
"2008-06-11 00:00:00","2615","360100","house","4"
"2008-06-11 00:00:00","2605","750000","house","3"
"2008-06-13 00:00:00","2905","365000","house","3"
"2008-06-13 00:00:00","2617","670000","house","4"
"2008-06-14 00:00:00","2903","419000","house","4"
"2008-06-14 00:00:00","2912","515000","house","3"
"2008-06-17 00:00:00","2906","340000","house","3"
"2008-06-17 00:00:00","2914","600000","house","4"
"2008-06-18 00:00:00","2615","362000","house","4"
"2008-06-19 00:00:00","2600","765000","house","5"
"2008-06-19 00:00:00","2602","770000","house","4"
"2008-06-20 00:00:00","2904","469000","house","4"
"2008-06-23 00:00:00","2913","367000","house","3"
"2008-06-24 00:00:00","2905","465000","house","4"
"2008-06-25 00:00:00","2906","375000","house","3"
"2008-06-25 00:00:00","2904","505000","house","4"
"2008-06-25 00:00:00","2602","605000","house","3"
"2008-06-26 00:00:00","2913","325000","house","3"
"2008-06-27 00:00:00","2617","421000","house","3"
"2008-06-27 00:00:00","2903","550000","house","4"
"2008-06-27 00:00:00","2913","590000","house","4"
"2008-06-29 00:00:00","2615","522500","house","4"
"2008-06-30 00:00:00","2604","480000","house","2"
"2008-06-30 00:00:00","2607","1165000","house","5"
"2008-07-01 00:00:00","2904","670000","house","4"
"2008-07-04 00:00:00","2905","375000","house","3"
"2008-07-07 00:00:00","2614","392500","house","4"
"2008-07-07 00:00:00","2617","445000","house","4"
"2008-07-08 00:00:00","2611","383000","house","3"
"2008-07-10 00:00:00","2906","418000","house","3"
"2008-07-10 00:00:00","2603","860000","house","2"
"2008-07-11 00:00:00","2611","418000","house","3"
"2008-07-11 00:00:00","2614","442000","house","4"
"2008-07-14 00:00:00","2905","360000","house","3"
"2008-07-14 00:00:00","2906","495000","house","4"
"2008-07-16 00:00:00","2602","468000","house","3"
"2008-07-16 00:00:00","2605","605000","house","3"
"2008-07-16 00:00:00","2603","1090000","house","4"
"2008-07-17 00:00:00","2607","558000","house","4"
"2008-07-18 00:00:00","2614","700000","house","3"
"2008-07-18 00:00:00","2602","1300000","house","4"
"2008-07-19 00:00:00","2905","320000","house","3"
"2008-07-23 00:00:00","2617","415000","house","3"
"2008-07-23 00:00:00","2906","480000","house","4"
"2008-07-23 00:00:00","2607","553000","house","4"
"2008-07-23 00:00:00","2607","885000","house","4"
"2008-07-25 00:00:00","2615","370000","house","4"
"2008-07-26 00:00:00","2605","564000","house","3"
"2008-07-28 00:00:00","2905","365000","house","3"
"2008-07-29 00:00:00","2600","927000","house","4"
"2008-07-30 00:00:00","2617","360000","house","3"
"2008-07-30 00:00:00","2615","390000","house","4"
"2008-07-31 00:00:00","2615","440000","house","4"
"2008-08-01 00:00:00","2611","430000","house","3"
"2008-08-01 00:00:00","2601","595000","house","3"
"2008-08-04 00:00:00","2617","365000","house","3"
"2008-08-04 00:00:00","2611","585000","house","3"
"2008-08-04 00:00:00","2912","602500","house","4"
"2008-08-05 00:00:00","2906","359000","house","3"
"2008-08-05 00:00:00","2902","475000","house","3"
"2008-08-06 00:00:00","2615","315000","house","3"
"2008-08-06 00:00:00","2615","320000","house","4"
"2008-08-06 00:00:00","2617","325000","house","4"
"2008-08-06 00:00:00","2615","341000","house","3"
"2008-08-06 00:00:00","2617","540000","house","4"
"2008-08-07 00:00:00","2615","395000","house","4"
"2008-08-09 00:00:00","2617","370000","house","3"
"2008-08-09 00:00:00","2602","620000","house","4"
"2008-08-09 00:00:00","2906","631000","house","4"
"2008-08-11 00:00:00","2615","405000","house","4"
"2008-08-12 00:00:00","2605","548000","house","3"
"2008-08-13 00:00:00","2615","405000","house","4"
"2008-08-13 00:00:00","2611","420000","house","3"
"2008-08-13 00:00:00","2611","531500","house","4"
"2008-08-14 00:00:00","2611","350000","house","2"
"2008-08-15 00:00:00","2906","365000","house","3"
"2008-08-15 00:00:00","2905","375000","house","3"
"2008-08-15 00:00:00","2611","402000","house","3"
"2008-08-15 00:00:00","2902","420000","house","3"
"2008-08-15 00:00:00","2913","550000","house","2"
"2008-08-15 00:00:00","2913","585000","house","4"
"2008-08-18 00:00:00","2615","279500","house","2"
"2008-08-19 00:00:00","2615","330000","house","3"
"2008-08-19 00:00:00","2617","360000","house","3"
"2008-08-19 00:00:00","2905","370000","house","3"
"2008-08-20 00:00:00","2611","405000","house","3"
"2008-08-21 00:00:00","2913","395000","house","3"
"2008-08-21 00:00:00","2617","490000","house","4"
"2008-08-21 00:00:00","2905","530000","house","5"
"2008-08-21 00:00:00","2607","680000","house","4"
"2008-08-22 00:00:00","2605","495000","house","4"
"2008-08-22 00:00:00","2617","805000","house","4"
"2008-08-23 00:00:00","2607","630000","house","4"
"2008-08-25 00:00:00","2913","400000","house","3"
"2008-08-27 00:00:00","2614","345000","house","3"
"2008-08-27 00:00:00","2913","440000","house","3"
"2008-08-27 00:00:00","2611","510000","house","4"
"2008-08-28 00:00:00","2905","310000","house","3"
"2008-08-29 00:00:00","2906","370000","house","4"
"2008-08-29 00:00:00","2914","465000","house","4"
"2008-08-30 00:00:00","2905","342000","house","3"
"2008-09-01 00:00:00","2903","380000","house","3"
"2008-09-02 00:00:00","2906","345000","house","3"
"2008-09-02 00:00:00","2615","370000","house","4"
"2008-09-02 00:00:00","2906","495000","house","4"
"2008-09-02 00:00:00","2914","541000","house","4"
"2008-09-02 00:00:00","2600","1380000","house","5"
"2008-09-03 00:00:00","2615","372000","house","3"
"2008-09-03 00:00:00","2617","415000","house","3"
"2008-09-04 00:00:00","2913","335000","house","3"
"2008-09-04 00:00:00","2913","1150000","house","5"
"2008-09-05 00:00:00","2615","387000","house","3"
"2008-09-05 00:00:00","2914","395000","house","3"
"2008-09-05 00:00:00","2905","400000","house","4"
"2008-09-05 00:00:00","2617","426000","house","3"
"2008-09-05 00:00:00","2914","552000","house","4"
"2008-09-08 00:00:00","2615","349000","house","3"
"2008-09-08 00:00:00","2900","360500","house","3"
"2008-09-08 00:00:00","2600","740000","house","3"
"2008-09-10 00:00:00","2614","371600","house","4"
"2008-09-11 00:00:00","2607","380000","house","3"
"2008-09-11 00:00:00","2617","450000","house","3"
"2008-09-12 00:00:00","2617","427000","house","4"
"2008-09-13 00:00:00","2913","477000","house","4"
"2008-09-13 00:00:00","2617","479000","house","3"
"2008-09-15 00:00:00","2905","321000","house","2"
"2008-09-15 00:00:00","2617","405000","house","3"
"2008-09-16 00:00:00","2614","357000","house","3"
"2008-09-16 00:00:00","2615","360000","house","4"
"2008-09-16 00:00:00","2617","365000","house","3"
"2008-09-16 00:00:00","2617","585000","house","4"
"2008-09-17 00:00:00","2615","343000","house","3"
"2008-09-17 00:00:00","2914","410000","house","3"
"2008-09-17 00:00:00","2903","420000","house","4"
"2008-09-17 00:00:00","2614","420000","house","3"
"2008-09-17 00:00:00","2600","720000","house","3"
"2008-09-17 00:00:00","2614","720000","house","5"
"2008-09-18 00:00:00","2913","320000","house","3"
"2008-09-18 00:00:00","2902","474000","house","4"
"2008-09-18 00:00:00","2607","860000","house","3"
"2008-09-19 00:00:00","2913","460000","house","3"
"2008-09-19 00:00:00","2602","592000","house","2"
"2008-09-19 00:00:00","2913","695000","house","5"
"2008-09-20 00:00:00","2617","346000","house","3"
"2008-09-22 00:00:00","2615","349950","house","3"
"2008-09-22 00:00:00","2906","355000","house","3"
"2008-09-22 00:00:00","2913","362000","house","3"
"2008-09-22 00:00:00","2905","373000","house","3"
"2008-09-22 00:00:00","2611","399000","house","4"
"2008-09-22 00:00:00","2905","422250","house","3"
"2008-09-22 00:00:00","2611","445000","house","3"
"2008-09-22 00:00:00","2615","475000","house","4"
"2008-09-22 00:00:00","2903","485000","house","5"
"2008-09-22 00:00:00","2605","560500","house","4"
"2008-09-22 00:00:00","2906","590000","house","4"
"2008-09-22 00:00:00","2615","595000","house","4"
"2008-09-22 00:00:00","2605","650000","house","3"
"2008-09-22 00:00:00","2611","660000","house","4"
"2008-09-22 00:00:00","2905","675000","house","4"
"2008-09-22 00:00:00","2611","685000","house","4"
"2008-09-22 00:00:00","2600","690000","house","4"
"2008-09-22 00:00:00","2604","975000","house","3"
"2008-09-23 00:00:00","2906","372000","house","3"
"2008-09-24 00:00:00","2606","437000","house","3"
"2008-09-25 00:00:00","2607","411000","house","3"
"2008-09-25 00:00:00","2903","450000","house","4"
"2008-09-25 00:00:00","2602","525000","house","2"
"2008-09-26 00:00:00","2913","312000","house","3"
"2008-09-26 00:00:00","2617","510000","house","4"
"2008-09-26 00:00:00","2607","707500","house","4"
"2008-09-26 00:00:00","2914","755000","house","4"
"2008-09-29 00:00:00","2617","380000","house","4"
"2008-09-29 00:00:00","2611","389000","house","3"
"2008-09-29 00:00:00","2906","415000","house","3"
"2008-09-29 00:00:00","2611","557000","house","4"
"2008-09-29 00:00:00","2605","585000","house","4"
"2008-09-29 00:00:00","2604","595000","house","2"
"2008-09-29 00:00:00","2906","875000","house","5"
"2008-09-30 00:00:00","2913","367500","house","4"
"2008-09-30 00:00:00","2614","372000","house","3"
"2008-09-30 00:00:00","2605","549000","house","3"
"2008-09-30 00:00:00","2615","575000","house","4"
"2008-09-30 00:00:00","2905","594000","house","4"
"2008-09-30 00:00:00","2612","662500","house","2"
"2008-10-01 00:00:00","2904","455000","house","4"
"2008-10-02 00:00:00","2904","390000","house","3"
"2008-10-03 00:00:00","2906","332000","house","3"
"2008-10-03 00:00:00","2903","380000","house","3"
"2008-10-03 00:00:00","2904","405000","house","4"
"2008-10-03 00:00:00","2905","460000","house","4"
"2008-10-07 00:00:00","2903","355000","house","3"
"2008-10-07 00:00:00","2905","473000","house","4"
"2008-10-07 00:00:00","2611","560000","house","4"
"2008-10-08 00:00:00","2614","347000","house","3"
"2008-10-08 00:00:00","2615","359950","house","3"
"2008-10-08 00:00:00","2602","1030000","house","3"
"2008-10-09 00:00:00","2904","338500","house","3"
"2008-10-10 00:00:00","2614","378000","house","3"
"2008-10-10 00:00:00","2611","400000","house","4"
"2008-10-10 00:00:00","2904","453000","house","4"
"2008-10-10 00:00:00","2615","476600","house","4"
"2008-10-10 00:00:00","2902","677500","house","4"
"2008-10-10 00:00:00","2602","749950","house","4"
"2008-10-12 00:00:00","2906","390000","house","3"
"2008-10-13 00:00:00","2611","435000","house","3"
"2008-10-13 00:00:00","2617","507500","house","4"
"2008-10-14 00:00:00","2905","350000","house","3"
"2008-10-14 00:00:00","2903","399000","house","3"
"2008-10-14 00:00:00","2914","420000","house","4"
"2008-10-14 00:00:00","2904","450000","house","3"
"2008-10-14 00:00:00","2602","525000","house","2"
"2008-10-14 00:00:00","2602","595000","house","4"
"2008-10-14 00:00:00","2602","910000","house","3"
"2008-10-15 00:00:00","2611","395000","house","3"
"2008-10-15 00:00:00","2605","552500","house","3"
"2008-10-16 00:00:00","2914","375000","house","3"
"2008-10-16 00:00:00","2607","440000","house","3"
"2008-10-17 00:00:00","2617","352000","house","3"
"2008-10-17 00:00:00","2617","495000","house","4"
"2008-10-17 00:00:00","2611","530000","house","4"
"2008-10-17 00:00:00","2612","690000","house","3"
"2008-10-18 00:00:00","2604","342000","house","2"
"2008-10-18 00:00:00","2611","420000","house","3"
"2008-10-18 00:00:00","2602","575000","house","3"
"2008-10-18 00:00:00","2605","612000","house","4"
"2008-10-20 00:00:00","2902","349000","house","3"
"2008-10-20 00:00:00","2905","350000","house","3"
"2008-10-20 00:00:00","2913","480000","house","4"
"2008-10-21 00:00:00","2615","342000","house","3"
"2008-10-21 00:00:00","2617","372500","house","4"
"2008-10-21 00:00:00","2902","375000","house","3"
"2008-10-21 00:00:00","2615","408000","house","4"
"2008-10-21 00:00:00","2914","515000","house","4"
"2008-10-22 00:00:00","2614","370000","house","3"
"2008-10-22 00:00:00","2612","657500","house","4"
"2008-10-23 00:00:00","2617","340000","house","3"
"2008-10-23 00:00:00","2615","369000","house","3"
"2008-10-23 00:00:00","2913","419950","house","3"
"2008-10-23 00:00:00","2906","455000","house","3"
"2008-10-23 00:00:00","2615","495000","house","4"
"2008-10-23 00:00:00","2906","765000","house","4"
"2008-10-24 00:00:00","2913","361000","house","3"
"2008-10-24 00:00:00","2903","425000","house","3"
"2008-10-24 00:00:00","2913","498600","house","4"
"2008-10-24 00:00:00","2617","570000","house","4"
"2008-10-27 00:00:00","2902","330250","house","3"
"2008-10-27 00:00:00","2903","337000","house","3"
"2008-10-27 00:00:00","2615","360000","house","3"
"2008-10-27 00:00:00","2914","440000","house","3"
"2008-10-27 00:00:00","2914","475000","house","4"
"2008-10-27 00:00:00","2615","510000","house","4"
"2008-10-27 00:00:00","2602","1120000","house","4"
"2008-10-28 00:00:00","2912","340000","house","2"
"2008-10-28 00:00:00","2607","676000","house","4"
"2008-10-29 00:00:00","2906","420000","house","4"
"2008-10-30 00:00:00","2906","585000","house","4"
"2008-10-30 00:00:00","2605","720000","house","5"
"2008-10-31 00:00:00","2615","372000","house","3"
"2008-10-31 00:00:00","2913","395000","house","3"
"2008-10-31 00:00:00","2607","544000","house","4"
"2008-10-31 00:00:00","2900","581650","house","4"
"2008-10-31 00:00:00","2611","800000","house","3"
"2008-11-03 00:00:00","2902","330000","house","3"
"2008-11-03 00:00:00","2615","330000","house","3"
"2008-11-03 00:00:00","2905","350000","house","3"
"2008-11-03 00:00:00","2913","360000","house","3"
"2008-11-03 00:00:00","2905","424000","house","4"
"2008-11-03 00:00:00","2902","583000","house","4"
"2008-11-05 00:00:00","2905","359950","house","3"
"2008-11-05 00:00:00","2602","425000","house","3"
"2008-11-05 00:00:00","2602","475000","house","3"
"2008-11-05 00:00:00","2914","477500","house","4"
"2008-11-05 00:00:00","2603","1425000","house","3"
"2008-11-06 00:00:00","2611","345000","house","2"
"2008-11-06 00:00:00","2611","485000","house","3"
"2008-11-06 00:00:00","2906","557500","house","4"
"2008-11-07 00:00:00","2906","360000","house","3"
"2008-11-07 00:00:00","2906","395000","house","4"
"2008-11-07 00:00:00","2906","415000","house","4"
"2008-11-07 00:00:00","2906","435000","house","3"
"2008-11-07 00:00:00","2607","522000","house","4"
"2008-11-07 00:00:00","2602","757500","house","3"
"2008-11-10 00:00:00","2906","357000","house","3"
"2008-11-10 00:00:00","2611","542000","house","5"
"2008-11-10 00:00:00","2904","567000","house","4"
"2008-11-10 00:00:00","2904","623700","house","5"
"2008-11-10 00:00:00","2906","702500","house","4"
"2008-11-11 00:00:00","2906","324000","house","3"
"2008-11-11 00:00:00","2906","351000","house","3"
"2008-11-11 00:00:00","2611","449000","house","3"
"2008-11-11 00:00:00","2906","515000","house","4"
"2008-11-12 00:00:00","2913","342500","house","3"
"2008-11-12 00:00:00","2611","400000","house","3"
"2008-11-12 00:00:00","2614","462000","house","3"
"2008-11-13 00:00:00","2902","375000","house","3"
"2008-11-14 00:00:00","2905","385000","house","3"
"2008-11-15 00:00:00","2617","380000","house","3"
"2008-11-15 00:00:00","2614","418000","house","3"
"2008-11-15 00:00:00","2602","530000","house","2"
"2008-11-17 00:00:00","2615","350000","house","4"
"2008-11-17 00:00:00","2913","370000","house","3"
"2008-11-17 00:00:00","2905","379000","house","3"
"2008-11-17 00:00:00","2906","385000","house","3"
"2008-11-17 00:00:00","2602","438000","house","3"
"2008-11-17 00:00:00","2905","460000","house","4"
"2008-11-17 00:00:00","2913","635000","house","4"
"2008-11-17 00:00:00","2603","830000","house","4"
"2008-11-17 00:00:00","2611","950000","house","4"
"2008-11-18 00:00:00","2611","455000","house","4"
"2008-11-18 00:00:00","2914","540000","house","4"
"2008-11-18 00:00:00","2600","635000","house","3"
"2008-11-18 00:00:00","2600","950000","house","3"
"2008-11-19 00:00:00","2905","348000","house","3"
"2008-11-19 00:00:00","2615","460000","house","4"
"2008-11-19 00:00:00","2903","497000","house","4"
"2008-11-19 00:00:00","2906","515000","house","4"
"2008-11-20 00:00:00","2615","450000","house","3"
"2008-11-20 00:00:00","2905","475000","house","4"
"2008-11-20 00:00:00","2607","665000","house","4"
"2008-11-21 00:00:00","2913","350000","house","3"
"2008-11-21 00:00:00","2905","392500","house","3"
"2008-11-21 00:00:00","2615","450000","house","4"
"2008-11-21 00:00:00","2611","454000","house","3"
"2008-11-21 00:00:00","2602","475000","house","3"
"2008-11-21 00:00:00","2617","500000","house","4"
"2008-11-21 00:00:00","2600","730000","house","3"
"2008-11-22 00:00:00","2902","510000","house","4"
"2008-11-22 00:00:00","2604","640000","house","3"
"2008-11-22 00:00:00","2604","805000","house","4"
"2008-11-24 00:00:00","2904","387000","house","4"
"2008-11-24 00:00:00","2905","389950","house","3"
"2008-11-24 00:00:00","2905","393000","house","4"
"2008-11-24 00:00:00","2905","395000","house","3"
"2008-11-24 00:00:00","2905","468500","house","4"
"2008-11-24 00:00:00","2902","480000","house","3"
"2008-11-24 00:00:00","2904","485000","house","4"
"2008-11-24 00:00:00","2912","485000","house","4"
